"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome"
33,"admin.","married","secondary","no",177,"yes","no","cellular",11,"may",100,1,-1,0,"unknown"
35,"management","single","tertiary","no",361,"yes","no","cellular",11,"aug",169,2,-1,0,"unknown"
37,"technician","married","tertiary","no",1733,"yes","no","cellular",12,"may",524,3,326,1,"other"
39,"management","married","tertiary","no",2939,"no","no","cellular",29,"jun",385,1,165,2,"success"
71,"retired","married","primary","no",4657,"no","no","cellular",16,"feb",93,5,-1,0,"unknown"
32,"management","single","tertiary","no",5167,"no","no","cellular",26,"aug",10,18,-1,0,"unknown"
42,"admin.","married","secondary","no",4209,"yes","no","unknown",5,"jun",57,6,-1,0,"unknown"
40,"housemaid","married","secondary","no",864,"no","no","cellular",14,"aug",36,2,-1,0,"unknown"
44,"management","single","tertiary","no",825,"yes","no","unknown",11,"jun",427,2,-1,0,"unknown"
49,"retired","single","primary","no",505,"no","no","unknown",9,"jun",35,1,-1,0,"unknown"
57,"blue-collar","married","secondary","no",14093,"no","no","cellular",11,"aug",231,5,-1,0,"unknown"
35,"admin.","single","secondary","no",148,"yes","no","unknown",6,"may",128,2,-1,0,"unknown"
30,"technician","divorced","secondary","no",3100,"yes","no","unknown",21,"may",154,4,-1,0,"unknown"
30,"technician","single","unknown","no",878,"yes","no","cellular",15,"may",173,3,298,3,"other"
36,"blue-collar","married","primary","no",130,"yes","no","unknown",5,"jun",96,2,-1,0,"unknown"
59,"retired","married","unknown","no",201,"no","no","cellular",31,"jul",69,7,-1,0,"unknown"
39,"entrepreneur","divorced","tertiary","no",208,"yes","no","cellular",29,"jan",81,1,240,2,"failure"
48,"admin.","divorced","secondary","no",1108,"yes","no","unknown",15,"may",420,1,-1,0,"unknown"
45,"unknown","married","primary","no",44,"no","no","unknown",11,"jun",81,1,-1,0,"unknown"
38,"management","married","tertiary","no",276,"no","no","cellular",14,"oct",322,1,-1,0,"unknown"
31,"management","married","tertiary","no",351,"no","no","cellular",21,"aug",165,3,-1,0,"unknown"
36,"management","married","tertiary","no",-381,"yes","no","cellular",31,"jul",30,29,-1,0,"unknown"
36,"technician","married","tertiary","no",202,"no","no","cellular",1,"oct",237,1,122,2,"failure"
62,"self-employed","divorced","secondary","no",0,"yes","no","cellular",20,"aug",158,1,-1,0,"unknown"
32,"blue-collar","married","secondary","no",897,"yes","no","cellular",7,"apr",293,3,322,2,"failure"
66,"retired","married","tertiary","no",2262,"no","no","cellular",22,"apr",155,1,-1,0,"unknown"
37,"management","single","secondary","no",793,"no","no","cellular",7,"oct",130,1,-1,0,"unknown"
59,"retired","married","primary","no",249,"no","no","cellular",13,"aug",432,5,-1,0,"unknown"
37,"entrepreneur","married","tertiary","no",678,"no","yes","unknown",19,"jun",395,1,-1,0,"unknown"
36,"technician","married","tertiary","yes",63,"no","no","cellular",28,"aug",12,14,-1,0,"unknown"
41,"technician","single","secondary","no",2242,"yes","no","cellular",6,"may",459,4,-1,0,"unknown"
28,"admin.","single","secondary","no",2,"no","no","cellular",15,"jun",60,1,-1,0,"unknown"
52,"blue-collar","married","secondary","no",3429,"yes","no","cellular",17,"apr",516,1,-1,0,"unknown"
56,"technician","married","tertiary","no",272,"no","no","cellular",26,"aug",103,2,-1,0,"unknown"
28,"management","married","tertiary","no",82,"yes","yes","unknown",16,"may",225,1,-1,0,"unknown"
39,"technician","single","secondary","no",-529,"yes","no","cellular",21,"nov",18,5,-1,0,"unknown"
29,"blue-collar","married","secondary","no",424,"yes","yes","unknown",14,"may",241,2,-1,0,"unknown"
49,"unknown","married","primary","no",142,"no","no","unknown",12,"jun",90,3,-1,0,"unknown"
37,"technician","married","tertiary","no",4596,"yes","no","cellular",7,"may",218,2,211,4,"success"
45,"technician","married","tertiary","no",5110,"no","no","cellular",22,"apr",341,2,-1,0,"unknown"
39,"management","single","tertiary","yes",-401,"yes","no","cellular",19,"aug",274,4,-1,0,"unknown"
41,"services","married","secondary","no",1717,"yes","no","cellular",8,"may",520,2,343,3,"other"
31,"management","single","tertiary","no",1377,"no","no","cellular",5,"aug",371,2,-1,0,"unknown"
27,"blue-collar","single","primary","no",409,"yes","no","cellular",18,"may",276,4,301,2,"success"
53,"technician","married","secondary","no",144,"no","no","cellular",21,"aug",282,4,-1,0,"unknown"
74,"retired","married","secondary","no",921,"no","no","telephone",17,"apr",394,2,-1,0,"unknown"
42,"admin.","single","secondary","no",2095,"yes","no","cellular",21,"nov",752,3,-1,0,"unknown"
40,"admin.","married","secondary","no",3138,"no","no","cellular",12,"aug",238,1,-1,0,"unknown"
37,"management","married","tertiary","no",34,"yes","no","unknown",2,"jun",100,2,-1,0,"unknown"
55,"blue-collar","married","secondary","no",1268,"yes","no","unknown",7,"may",223,2,-1,0,"unknown"
46,"blue-collar","married","primary","no",0,"yes","no","cellular",12,"may",278,1,-1,0,"unknown"
33,"services","married","secondary","no",210,"yes","yes","unknown",20,"may",201,1,-1,0,"unknown"
45,"blue-collar","married","primary","no",4170,"yes","yes","unknown",20,"may",114,3,-1,0,"unknown"
36,"entrepreneur","married","secondary","no",215,"yes","yes","cellular",18,"nov",309,1,-1,0,"unknown"
47,"technician","married","tertiary","no",831,"yes","no","unknown",5,"may",316,3,-1,0,"unknown"
49,"services","single","secondary","no",133,"no","no","unknown",11,"jun",319,6,-1,0,"unknown"
36,"blue-collar","married","secondary","yes",0,"no","yes","unknown",17,"jun",138,5,-1,0,"unknown"
32,"admin.","married","secondary","no",48,"yes","no","cellular",28,"jul",76,3,-1,0,"unknown"
48,"admin.","married","secondary","no",844,"no","no","cellular",28,"aug",12,21,-1,0,"unknown"
53,"admin.","married","secondary","no",172,"no","no","cellular",19,"aug",80,6,-1,0,"unknown"
47,"services","married","secondary","no",1717,"no","no","cellular",20,"aug",216,9,-1,0,"unknown"
42,"technician","married","tertiary","no",1397,"yes","no","cellular",6,"feb",135,7,-1,0,"unknown"
46,"admin.","married","unknown","no",2033,"no","no","cellular",24,"feb",99,2,86,5,"failure"
48,"blue-collar","married","secondary","no",1230,"yes","no","cellular",12,"nov",169,1,196,2,"success"
33,"services","married","secondary","no",244,"yes","no","cellular",18,"nov",231,2,-1,0,"unknown"
38,"admin.","married","primary","no",464,"no","yes","unknown",11,"jun",86,2,-1,0,"unknown"
36,"management","married","tertiary","no",0,"no","yes","cellular",4,"aug",89,1,-1,0,"unknown"
35,"management","divorced","tertiary","no",160,"yes","no","unknown",4,"jun",141,6,-1,0,"unknown"
35,"blue-collar","married","secondary","no",412,"yes","no","unknown",3,"jun",316,1,-1,0,"unknown"
44,"blue-collar","married","secondary","no",2979,"yes","no","cellular",18,"may",18,5,178,3,"other"
31,"blue-collar","married","secondary","no",297,"yes","no","unknown",12,"may",480,1,-1,0,"unknown"
32,"blue-collar","married","secondary","no",1,"yes","no","unknown",8,"may",102,1,-1,0,"unknown"
29,"services","married","secondary","no",3220,"no","no","cellular",17,"jul",172,3,-1,0,"unknown"
33,"admin.","married","secondary","no",0,"yes","no","cellular",17,"nov",78,1,-1,0,"unknown"
30,"management","single","tertiary","no",1637,"yes","no","cellular",13,"aug",163,3,-1,0,"unknown"
31,"blue-collar","single","secondary","no",0,"yes","no","unknown",6,"may",273,2,-1,0,"unknown"
46,"blue-collar","married","primary","no",620,"yes","no","cellular",20,"aug",174,2,-1,0,"unknown"
46,"technician","married","secondary","no",3434,"no","yes","cellular",8,"jun",148,2,101,1,"success"
41,"technician","single","secondary","no",413,"yes","yes","cellular",8,"aug",292,2,-1,0,"unknown"
35,"admin.","married","secondary","no",561,"yes","no","cellular",5,"may",168,2,-1,0,"unknown"
47,"management","divorced","tertiary","no",0,"yes","yes","cellular",18,"nov",203,3,-1,0,"unknown"
50,"technician","married","secondary","no",-584,"no","no","cellular",20,"aug",75,2,-1,0,"unknown"
27,"admin.","single","secondary","no",321,"no","yes","unknown",2,"sep",4,1,-1,0,"unknown"
32,"management","single","tertiary","no",131,"yes","no","cellular",11,"aug",112,1,81,1,"other"
47,"housemaid","married","secondary","no",131,"no","no","cellular",8,"aug",148,1,-1,0,"unknown"
54,"management","married","tertiary","no",2960,"yes","no","cellular",13,"feb",94,9,85,1,"failure"
35,"blue-collar","married","secondary","no",-184,"yes","no","telephone",12,"may",155,2,-1,0,"unknown"
32,"admin.","single","secondary","no",-133,"yes","no","cellular",14,"may",119,1,352,2,"failure"
45,"blue-collar","divorced","primary","no",102,"yes","no","cellular",11,"may",282,1,-1,0,"unknown"
35,"management","married","tertiary","no",376,"no","no","cellular",19,"nov",223,4,-1,0,"unknown"
33,"self-employed","married","primary","no",61,"yes","no","cellular",13,"may",161,1,-1,0,"unknown"
22,"student","single","secondary","no",144,"no","no","cellular",21,"aug",116,1,-1,0,"unknown"
28,"blue-collar","single","primary","no",643,"yes","no","unknown",15,"may",297,1,-1,0,"unknown"
55,"blue-collar","married","primary","no",3297,"yes","yes","telephone",30,"apr",96,1,-1,0,"unknown"
38,"management","married","tertiary","no",385,"yes","no","telephone",28,"oct",154,1,-1,0,"unknown"
60,"housemaid","divorced","secondary","no",2063,"no","no","cellular",17,"feb",73,2,-1,0,"unknown"
29,"technician","single","tertiary","no",313,"no","yes","cellular",8,"jul",227,2,-1,0,"unknown"
43,"blue-collar","married","primary","no",-120,"yes","no","unknown",3,"jun",46,1,-1,0,"unknown"
49,"entrepreneur","married","secondary","yes",-178,"no","yes","unknown",12,"jun",84,1,-1,0,"unknown"
39,"admin.","single","secondary","no",1242,"yes","no","unknown",12,"may",303,3,-1,0,"unknown"
73,"retired","married","secondary","no",2850,"no","no","cellular",17,"may",157,2,28,5,"failure"
34,"technician","divorced","secondary","no",1301,"yes","no","cellular",30,"jan",196,2,189,2,"failure"
31,"blue-collar","single","secondary","no",183,"yes","no","cellular",14,"may",258,1,300,1,"success"
59,"retired","married","secondary","no",0,"no","no","unknown",5,"jun",812,1,-1,0,"unknown"
41,"blue-collar","divorced","primary","no",138,"yes","no","cellular",18,"jul",640,3,-1,0,"unknown"
32,"blue-collar","single","primary","no",1450,"yes","no","cellular",6,"feb",72,6,273,1,"other"
56,"technician","single","secondary","no",751,"yes","no","cellular",19,"nov",85,5,-1,0,"unknown"
48,"technician","married","secondary","no",340,"yes","no","cellular",28,"jan",255,2,-1,0,"unknown"
47,"technician","married","secondary","no",1571,"yes","no","cellular",11,"may",261,1,369,2,"failure"
38,"blue-collar","single","primary","no",490,"yes","yes","unknown",25,"aug",17,1,-1,0,"unknown"
27,"blue-collar","single","secondary","no",-46,"yes","no","cellular",3,"dec",97,3,199,8,"other"
45,"unemployed","married","secondary","no",7203,"no","no","cellular",30,"apr",572,2,-1,0,"unknown"
33,"unemployed","divorced","secondary","no",1005,"yes","no","unknown",20,"may",229,2,-1,0,"unknown"
39,"blue-collar","single","primary","no",561,"yes","no","cellular",17,"apr",88,1,-1,0,"unknown"
45,"admin.","divorced","secondary","no",59,"yes","no","cellular",24,"jul",873,8,-1,0,"unknown"
37,"unemployed","single","tertiary","no",1316,"yes","no","cellular",18,"nov",389,1,172,2,"failure"
38,"management","married","tertiary","no",2724,"yes","no","unknown",16,"may",177,4,-1,0,"unknown"
40,"management","single","tertiary","no",406,"yes","no","cellular",13,"may",130,1,371,1,"failure"
48,"management","married","tertiary","no",571,"yes","yes","cellular",19,"nov",77,2,-1,0,"unknown"
30,"management","married","tertiary","no",877,"no","no","cellular",13,"aug",202,1,83,5,"failure"
48,"blue-collar","married","secondary","no",1230,"yes","yes","unknown",7,"may",152,3,-1,0,"unknown"
32,"unemployed","single","secondary","no",104,"no","no","cellular",4,"feb",233,3,-1,0,"unknown"
55,"retired","married","secondary","no",1504,"yes","yes","cellular",17,"nov",761,1,-1,0,"unknown"
43,"blue-collar","married","secondary","no",14646,"no","no","cellular",23,"oct",210,1,-1,0,"unknown"
26,"unemployed","single","secondary","no",632,"no","no","cellular",12,"feb",218,1,-1,0,"unknown"
39,"technician","single","tertiary","no",4660,"no","no","unknown",30,"may",53,2,-1,0,"unknown"
42,"blue-collar","married","secondary","no",375,"yes","no","unknown",6,"jun",99,5,-1,0,"unknown"
26,"management","single","tertiary","no",47,"yes","no","cellular",18,"may",63,1,-1,0,"unknown"
55,"blue-collar","married","primary","no",284,"no","yes","telephone",14,"jul",252,4,-1,0,"unknown"
36,"technician","single","secondary","no",-475,"yes","no","unknown",12,"may",793,5,-1,0,"unknown"
29,"technician","married","secondary","no",132,"yes","yes","cellular",30,"apr",88,1,-1,0,"unknown"
29,"blue-collar","married","secondary","no",15,"no","no","cellular",3,"jun",136,1,-1,0,"unknown"
27,"admin.","single","tertiary","no",4991,"yes","no","cellular",13,"feb",123,1,-1,0,"unknown"
48,"blue-collar","divorced","secondary","no",2071,"no","no","cellular",14,"may",127,1,-1,0,"unknown"
37,"blue-collar","married","secondary","no",-97,"yes","no","unknown",5,"jun",135,2,-1,0,"unknown"
26,"blue-collar","single","primary","no",941,"no","no","cellular",29,"jan",1165,1,-1,0,"unknown"
38,"management","divorced","tertiary","no",-199,"yes","no","cellular",18,"may",15,3,-1,0,"unknown"
47,"management","married","tertiary","no",3681,"no","no","cellular",14,"aug",101,2,-1,0,"unknown"
34,"student","single","unknown","no",1011,"no","no","cellular",1,"jun",253,1,-1,0,"unknown"
46,"blue-collar","single","primary","no",96,"yes","no","cellular",16,"apr",99,1,148,1,"failure"
56,"management","married","tertiary","no",3039,"no","no","unknown",6,"jun",420,2,-1,0,"unknown"
43,"admin.","married","tertiary","no",1924,"yes","no","unknown",7,"may",244,7,-1,0,"unknown"
26,"management","single","tertiary","no",141,"no","no","cellular",12,"aug",74,2,-1,0,"unknown"
50,"blue-collar","divorced","primary","no",-677,"no","no","cellular",10,"jul",387,1,-1,0,"unknown"
49,"blue-collar","married","primary","no",1133,"yes","no","cellular",4,"may",291,3,-1,0,"unknown"
49,"admin.","married","secondary","no",635,"no","no","telephone",22,"jul",400,8,-1,0,"unknown"
35,"management","married","tertiary","no",-640,"yes","yes","unknown",5,"jun",78,6,-1,0,"unknown"
30,"management","single","tertiary","no",420,"no","no","cellular",25,"aug",618,3,-1,0,"unknown"
35,"management","married","tertiary","no",1906,"yes","no","cellular",16,"apr",102,1,148,5,"other"
51,"housemaid","married","primary","no",289,"no","no","unknown",14,"may",97,5,-1,0,"unknown"
49,"admin.","married","secondary","no",1677,"no","no","unknown",5,"jun",19,3,-1,0,"unknown"
37,"services","single","secondary","no",248,"yes","no","cellular",8,"apr",417,2,57,3,"failure"
34,"technician","married","tertiary","no",4,"yes","no","telephone",24,"jul",70,1,-1,0,"unknown"
47,"services","married","secondary","no",1549,"yes","no","unknown",14,"may",95,6,-1,0,"unknown"
55,"admin.","married","secondary","no",6205,"no","no","cellular",6,"may",233,2,-1,0,"unknown"
30,"admin.","single","secondary","no",382,"yes","no","cellular",19,"nov",369,1,191,1,"failure"
35,"self-employed","married","secondary","no",670,"no","no","cellular",9,"jul",378,1,-1,0,"unknown"
38,"management","single","tertiary","no",2813,"no","no","cellular",14,"aug",146,2,-1,0,"unknown"
53,"technician","married","primary","no",0,"no","no","cellular",21,"jul",96,1,-1,0,"unknown"
32,"blue-collar","married","secondary","no",257,"yes","yes","cellular",29,"jan",74,1,239,1,"other"
46,"blue-collar","single","primary","no",501,"yes","no","cellular",6,"may",207,1,-1,0,"unknown"
59,"management","single","secondary","no",671,"yes","yes","unknown",15,"may",157,5,-1,0,"unknown"
39,"blue-collar","married","secondary","no",5201,"no","no","unknown",9,"jun",317,1,-1,0,"unknown"
37,"unknown","married","unknown","no",1699,"no","no","unknown",9,"jun",63,1,-1,0,"unknown"
39,"services","married","secondary","no",53,"no","no","unknown",5,"mar",257,1,394,1,"failure"
44,"services","married","secondary","no",163,"yes","no","cellular",17,"nov",73,1,-1,0,"unknown"
38,"services","single","tertiary","no",323,"yes","no","unknown",19,"may",138,1,-1,0,"unknown"
56,"management","married","tertiary","no",4,"yes","yes","cellular",30,"jan",299,1,2,5,"other"
28,"blue-collar","married","secondary","no",822,"yes","no","unknown",6,"jun",209,18,-1,0,"unknown"
48,"unemployed","married","primary","no",551,"yes","no","unknown",29,"may",162,2,-1,0,"unknown"
37,"technician","single","secondary","no",1211,"yes","no","unknown",21,"may",795,1,-1,0,"unknown"
46,"management","married","tertiary","no",740,"yes","no","cellular",8,"may",462,1,359,2,"failure"
38,"blue-collar","single","secondary","no",-56,"yes","yes","unknown",6,"jun",247,2,-1,0,"unknown"
